 ----Starting Training----
{'code': 'reg36-LDPC', 'n_des': 100, 'v': 3, 'c': 6, 'num_embed_dims': 16, 'num_msg_dims': 16, 'num_hidden_units': 64, 'num_mlp_layers': 2, 'num_iter': 10, 'reduce_op': 'mean', 'activation': 'tanh', 'clip_llr_to': None, 'use_attributes': False, 'node_attribute_dims': 0, 'msg_attribute_dims': 0, 'return_infobits': False, 'use_bias': True, 'batch_size': [150, 150, 150], 'train_iter': [50000, 200000, 300000], 'learning_rate': [0.0002, 0.0001, 1e-05], 'ebno_db_train': [2.0, 4.0], 'ebno_db_eval': 2.5, 'batch_size_eval': 2000, 'save_weights_iter': 10000, 'run_name': 'LDPC_reg_01', 'save_dir': 'results/', 'eval_dec_iter': 20, 'mc_iters': 1000, 'mc_batch_size': 2000, 'num_target_block_errors': 1000, 'ebno_db_min': 0.0, 'ebno_db_max': 4.0, 'ebno_db_stepsize': 0.25, 'eval_ns': [100, 500, 1000], 'simulate_wbp': True, 'wbp_batch_size': [1000, 1000, 1000], 'wbp_train_iter': [300, 2000, 2000], 'wbp_learning_rate': [0.01, 0.001, 0.001], 'wbp_ebno_train': [2.5, 3.0, 3.5], 'wbp_ebno_val': 5.0, 'wbp_batch_size_val': 2000, 'wbp_clip_value_grad': 10, 'k': 50, 'n': 100}
Iteration 62000, loss = 0.706, ber = 0.01392, duration: 37.23s
Iteration 63000, loss = 0.675, ber = 0.01263, duration: 37.19s
Iteration 64000, loss = 0.652, ber = 0.01282, duration: 37.15s
Iteration 65000, loss = 0.668, ber = 0.01304, duration: 37.15s
Iteration 66000, loss = 0.676, ber = 0.01378, duration: 37.19s
Iteration 67000, loss = 0.678, ber = 0.01391, duration: 37.34s
Iteration 68000, loss = 0.665, ber = 0.01329, duration: 37.24s
Iteration 69000, loss = 0.672, ber = 0.01428, duration: 37.41s
Iteration 70000, loss = 0.716, ber = 0.01609, duration: 37.36s
Iteration 71000, loss = 0.679, ber = 0.01397, duration: 37.31s
Iteration 72000, loss = 0.662, ber = 0.01392, duration: 37.16s
Iteration 73000, loss = 0.690, ber = 0.01322, duration: 37.22s
Iteration 74000, loss = 0.656, ber = 0.01273, duration: 37.24s
Iteration 75000, loss = 0.679, ber = 0.01446, duration: 37.30s
Iteration 76000, loss = 0.676, ber = 0.01413, duration: 37.31s
Iteration 77000, loss = 0.651, ber = 0.01282, duration: 37.37s
Iteration 78000, loss = 0.648, ber = 0.01317, duration: 37.22s
Iteration 79000, loss = 0.664, ber = 0.01352, duration: 37.19s
Iteration 80000, loss = 0.661, ber = 0.01362, duration: 37.29s
Iteration 81000, loss = 0.686, ber = 0.01415, duration: 37.21s
Iteration 82000, loss = 0.804, ber = 0.01791, duration: 37.38s
Iteration 83000, loss = 0.658, ber = 0.01328, duration: 37.29s
Iteration 84000, loss = 0.674, ber = 0.01392, duration: 37.38s
Iteration 85000, loss = 0.653, ber = 0.01297, duration: 37.36s
Iteration 86000, loss = 0.647, ber = 0.01298, duration: 37.26s
Iteration 87000, loss = 0.669, ber = 0.01320, duration: 37.21s
Iteration 88000, loss = 0.659, ber = 0.01322, duration: 37.30s
Iteration 89000, loss = 0.627, ber = 0.01174, duration: 37.19s
Iteration 90000, loss = 0.637, ber = 0.01274, duration: 37.08s
Iteration 91000, loss = 0.702, ber = 0.01432, duration: 37.33s
Iteration 92000, loss = 0.655, ber = 0.01308, duration: 37.33s
Iteration 93000, loss = 0.640, ber = 0.01208, duration: 37.31s
Iteration 94000, loss = 0.662, ber = 0.01353, duration: 37.22s
Iteration 95000, loss = 0.649, ber = 0.01283, duration: 37.17s
Iteration 96000, loss = 0.644, ber = 0.01280, duration: 37.19s
Iteration 97000, loss = 0.675, ber = 0.01387, duration: 37.33s
Iteration 98000, loss = 0.679, ber = 0.01367, duration: 37.22s
Iteration 99000, loss = 0.695, ber = 0.01520, duration: 37.28s
Iteration 100000, loss = 0.657, ber = 0.01286, duration: 37.24s
Iteration 101000, loss = 0.744, ber = 0.01544, duration: 37.28s
Iteration 102000, loss = 0.646, ber = 0.01286, duration: 37.29s
Iteration 103000, loss = 0.661, ber = 0.01286, duration: 37.25s
Iteration 104000, loss = 0.700, ber = 0.01484, duration: 37.23s
Iteration 105000, loss = 0.619, ber = 0.01177, duration: 37.31s
Iteration 106000, loss = 0.650, ber = 0.01296, duration: 37.34s
Iteration 107000, loss = 0.643, ber = 0.01322, duration: 37.33s
Iteration 108000, loss = 0.645, ber = 0.01371, duration: 37.45s
Iteration 109000, loss = 0.686, ber = 0.01520, duration: 37.43s
Iteration 110000, loss = 0.641, ber = 0.01248, duration: 37.22s
Iteration 111000, loss = 0.639, ber = 0.01256, duration: 37.30s
Iteration 112000, loss = 0.675, ber = 0.01421, duration: 37.19s
Iteration 113000, loss = 0.650, ber = 0.01357, duration: 37.20s
Iteration 114000, loss = 0.637, ber = 0.01263, duration: 37.24s
Iteration 115000, loss = 0.627, ber = 0.01183, duration: 37.33s
Iteration 116000, loss = 0.719, ber = 0.01510, duration: 37.23s
